descriptor,mean_standardised_value_high_residual,mean_standardised_value_other,mean_difference_high_minus_other,abs_mean_difference,descriptor_category,descriptor_numeric_type,candidate_super_block,is_near_constant,is_rare_binary_like,dominant_value_ratio,VIP,VIP_ge_1,coefficient_standardised_X,abs_coefficient_standardised_X
maxdNH,0.14551427379067383,-0.007683153656147609,0.15319742744682144,0.15319742744682144,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712,0.772214045096907,False,-0.0117513573493949,0.0117513573493949
minHBint6,0.14477187062251082,-0.007643954768868586,0.1524158253913794,0.1524158253913794,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.538500506585613,0.650691175556538,False,0.0300886719301324,0.0300886719301324
mindNH,0.14384996096272612,-0.007595277938831896,0.151445238901558,0.151445238901558,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712,0.7651693080464019,False,-0.012462533713435,0.012462533713435
VCH-6,0.14374270244310586,-0.007589614688996005,0.15133231713210185,0.15133231713210185,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.022289766970618,0.9482132342528418,False,-0.0118640212416553,0.0118640212416553
maxHBa,0.14310737046645877,-0.007556069160628919,0.1506634396270877,0.1506634396270877,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.5443015667000797,False,0.0336739399581027,0.0336739399581027
maxHdNH,0.141840886205186,-0.007489198791633771,0.14933008499681977,0.14933008499681977,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712,0.7792767935063605,False,0.0049660497795963,0.0049660497795963
maxHBint8,0.14098633343228367,-0.007444078405224597,0.14843041183750827,0.14843041183750827,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7406281661600811,0.7405407775317648,False,0.0132662082631449,0.0132662082631449
SCH-6,0.14056019466311054,-0.0074215782782119395,0.14798177294132248,0.14798177294132248,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0243161094224924,0.9261381450100749,False,0.0176994890123536,0.0176994890123536
minHdNH,0.1365346287738091,-0.007209028399257113,0.1437436571730662,0.1437436571730662,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712,0.7640073864962368,False,0.0041920800333092,0.0041920800333092
nF10Ring,0.13493313550443178,-0.007124469554633996,0.14205760505906578,0.14205760505906578,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.4989868287740628,0.8280488796120106,False,-0.0131190382666183,0.0131190382666183
nT10Ring,0.13493313550443178,-0.007124469554633996,0.14205760505906578,0.14205760505906578,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.4989868287740628,0.8280488796120106,False,-0.0131190382666183,0.0131190382666183
ntsC,0.13193088769286884,-0.006965950870183394,0.13889683856305224,0.13889683856305224,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9483282674772036,0.5398771656272788,False,-0.0097894669333273,0.0097894669333273
SdS,0.1318420866965032,-0.00696126217757541,0.13880334887407864,0.13880334887407864,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9832826747720363,0.7563962747207833,False,0.0446557051113382,0.0446557051113382
mindS,0.1318420866965032,-0.00696126217757541,0.13880334887407864,0.13880334887407864,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9832826747720363,0.7563962747207833,False,0.0446557051113382,0.0446557051113382
maxdS,0.1318420866965032,-0.00696126217757541,0.13880334887407864,0.13880334887407864,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9832826747720363,0.7563962747207833,False,0.0446557051113382,0.0446557051113382
nF,0.13149432120074714,-0.006942900159399481,0.1384372213601466,0.1384372213601466,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.8348530901722391,0.9824427044477664,False,0.0592393003771711,0.0592393003771711
nsF,0.13149432120074714,-0.006942900159399481,0.1384372213601466,0.1384372213601466,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.8348530901722391,0.9824427044477664,False,0.0592393003771711,0.0592393003771711
maxHCsatu,0.1309781750139043,-0.006915647640734066,0.13789382265463837,0.13789382265463837,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6170212765957447,0.7382336210380692,False,0.0460909222791971,0.0460909222791971
ETA_Psi_1,-0.13090494093038105,0.006911780881123927,-0.13781672181150498,0.13781672181150498,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0157041540020263,0.97211267230585,False,-0.024903289895943,0.024903289895943
SHBint4,0.1305107184501949,-0.006890965934170269,0.13740168438436517,0.13740168438436517,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.5785207700101317,0.9106024507522475,False,0.0120583350075621,0.0120583350075621
SssS,0.1297038824874528,-0.006848364995337473,0.13655224748279027,0.13655224748279027,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8880445795339412,0.9109473785237308,False,0.0479933077745363,0.0479933077745363
ETA_dBetaP,-0.12625862498938187,0.006666455399439398,-0.13292508038882125,0.13292508038882125,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0243161094224924,0.8100436714190397,False,0.0352430071293427,0.0352430071293427
MDEC-24,0.12444207558328589,-0.006570541590797359,0.13101261717408325,0.13101261717408325,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.779128672745694,0.7816551393446567,False,-0.1015926114173093,0.1015926114173093
nX,0.12382434684063331,-0.0065379255131854585,0.13036227235381878,0.13036227235381878,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7077001013171226,0.928683251498028,False,0.0438648150398034,0.0438648150398034
nsssN,-0.1214038559065775,0.006410123591867209,-0.1278139794984447,0.1278139794984447,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.5536980749746707,0.9823955538229046,False,-0.0712578865934076,0.0712578865934076
nTG12Ring,0.12138815575389025,-0.006409294623805318,0.12779745037769558,0.12779745037769558,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7811550151975684,0.7498542698408571,False,-0.0408978186305926,0.0408978186305926
nsCH3,0.11767761282193212,-0.00621337795699801,0.12389099077893014,0.12389099077893014,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.3642350557244174,0.8258458763474553,False,-0.0223697287613854,0.0223697287613854
nAtomP,0.11719143191926412,-0.006187707605337126,0.12337913952460125,0.12337913952460125,Largest Pi system,integer_count_like,not_assigned,False,False,0.119047619047619,0.6432676645826408,False,-0.0561505318899837,0.0561505318899837
nFRing,0.11424779316784511,-0.006032283479262158,0.12028007664710727,0.12028007664710727,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.5668693009118541,0.6525258304275307,False,0.004979306791732,0.004979306791732
nT12Ring,-0.11374093691784712,0.0060055214692623544,-0.11974645838710947,0.11974645838710947,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.958966565349544,0.7682511539815866,False,0.0046341512510092,0.0046341512510092
nFG12Ring,0.11360818272401278,-0.005998512047827838,0.11960669477184062,0.11960669477184062,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7836879432624113,0.759075203119355,False,-0.0456597113039169,0.0456597113039169
nF12Ring,-0.11212557742212667,0.005920230487888269,-0.11804580791001494,0.11804580791001494,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9594731509625126,0.7589145789260154,False,0.003189519901432,0.003189519901432
ETA_EtaP_F_L,-0.10796966254515573,0.005700798182384081,-0.11367046072753982,0.11367046072753982,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0045592705167173,0.7741063946524644,False,-0.0166763265557243,0.0166763265557243
ETA_Shape_Y,0.10736029214602986,-0.005668623425309655,0.11302891557133952,0.11302891557133952,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0096251266464032,0.8031693052590901,False,0.0674198137733572,0.0674198137733572
minHBint9,-0.10709882167903645,0.005654817784653141,-0.11275363946368959,0.11275363946368959,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7548125633232016,0.7259017845821742,False,0.0214765229297055,0.0214765229297055
n4Ring,0.10299623701123346,-0.005438201314193164,0.10843443832542662,0.10843443832542662,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9908814589665652,0.3342605278634618,False,-0.0071521564275697,0.0071521564275697
nT4Ring,0.10299623701123346,-0.005438201314193164,0.10843443832542662,0.10843443832542662,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9908814589665652,0.3342605278634618,False,-0.0071521564275697,0.0071521564275697
minaasC,-0.10138965607719123,0.005353373840875687,-0.10674302991806692,0.10674302991806692,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0268490374873353,0.865485503351744,False,-0.0123164540450625,0.0123164540450625
MDEC-13,0.10005334555231209,-0.005282816645162165,0.10533616219747426,0.10533616219747426,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.3520770010131712,0.7814213961026598,False,0.016659294281533,0.016659294281533
SHdCH2,-0.09875141457749116,0.005214074689691517,-0.10396548926718267,0.10396548926718267,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448,0.5010271529125438,False,0.0073107309682946,0.0073107309682946
minHdCH2,-0.09875141457749116,0.005214074689691517,-0.10396548926718267,0.10396548926718267,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448,0.5010271529125438,False,0.0073107309682946,0.0073107309682946
maxHdCH2,-0.09875141457749116,0.005214074689691517,-0.10396548926718267,0.10396548926718267,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448,0.5010271529125438,False,0.0073107309682946,0.0073107309682946
nF8Ring,0.09731144080460828,-0.005138044074483313,0.1024494848790916,0.1024494848790916,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9701114488348532,0.6037030581323217,False,0.0298451380878864,0.0298451380878864
C4SP3,0.09700801048301752,-0.005122022953503377,0.1021300334365209,0.1021300334365209,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.8632218844984803,0.7326507779582718,False,-0.0153977199659535,0.0153977199659535
MDEC-12,0.09646033833133578,-0.00509310586389447,0.10155344419523026,0.10155344419523026,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.3520770010131712,0.7549118250475745,False,0.1556556061420337,0.1556556061420337
maxHBint3,0.0960259897902623,-0.005070172260925877,0.10109616205118818,0.10109616205118818,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8095238095238095,0.8305915094097243,False,-0.1239736893931997,0.1239736893931997
maxssssC,0.09407498365507495,-0.004967159136987971,0.09904214279206293,0.09904214279206293,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9199594731509624,0.4963256554980377,False,-0.0291889939556638,0.0291889939556638
minHBint4,0.0919323563713089,-0.004854028416405125,0.09678638478771402,0.09678638478771402,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.5785207700101317,0.7536309165120166,False,-0.0150511591358121,0.0150511591358121
MDEC-34,0.08935865296516211,-0.004718136876560557,0.09407678984172267,0.09407678984172267,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.779128672745694,0.8308064961463103,False,-0.1730454484177793,0.1730454484177793
nT8Ring,0.0891644823961953,-0.00470788467051915,0.09387236706671445,0.09387236706671445,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9680851063829788,0.6035833202203663,False,0.0284639926550469,0.0284639926550469
nHdCH2,-0.08750887098701375,0.0046204683881143375,-0.09212933937512809,0.09212933937512809,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9766970618034448,0.5201518183785473,False,0.0066399681740315,0.0066399681740315
ndCH2,-0.08750887098701375,0.0046204683881143375,-0.09212933937512809,0.09212933937512809,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9766970618034448,0.5201518183785471,False,0.0066399681740314,0.0066399681740314
minwHBd,0.08664241102629791,-0.004574719302188552,0.09121713032848647,0.09121713032848647,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9822695035460992,0.6249151791144448,False,-0.0610722949552444,0.0610722949552444
BCUTw-1h,0.0846272569603643,-0.004468319167507343,0.08909557612787164,0.08909557612787164,BCUT,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0146909827760891,0.7389299572661049,False,0.1212392491789911,0.1212392491789911
nCl,-0.08438613281377841,0.004455587812567558,-0.08884172062634596,0.08884172062634596,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9123606889564336,0.4332439090892231,False,-0.0085939491869879,0.0085939491869879
nsCl,-0.08438613281377841,0.004455587812567558,-0.08884172062634596,0.08884172062634596,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9123606889564336,0.4332439090892231,False,-0.0085939491869879,0.0085939491869879
SdCH2,-0.08397962369737204,0.0044341241312212485,-0.08841374782859329,0.08841374782859329,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448,0.5252744757285576,False,-0.0010872195486885,0.0010872195486885
mindCH2,-0.08397962369737204,0.0044341241312212485,-0.08841374782859329,0.08841374782859329,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448,0.5252744757285576,False,-0.0010872195486885,0.0010872195486885
maxdCH2,-0.08397962369737204,0.0044341241312212485,-0.08841374782859329,0.08841374782859329,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448,0.5252744757285576,False,-0.0010872195486885,0.0010872195486885
SsCH3,0.08249402773190374,-0.004355684664244336,0.08684971239614808,0.08684971239614808,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3642350557244174,0.7746695318839141,False,-0.0457987504919631,0.0457987504919631
maxHBint4,0.08154733844975544,-0.004305699470147063,0.08585303791990251,0.08585303791990251,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6940222897669707,0.836774755156309,False,0.025906766736268,0.025906766736268
maxwHBd,0.08123887975285327,-0.00428941285095065,0.08552829260380392,0.08552829260380392,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9822695035460992,0.6245258251189748,False,-0.0178300141595085,0.0178300141595085
nTRing,0.07886224915786681,-0.004163926755535336,0.08302617591340215,0.08302617591340215,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.2487335359675785,0.8796086864641304,False,-0.0092029749036663,0.0092029749036663
minHCHnX,0.07806276666318375,-0.0041217140798161115,0.08218448074299986,0.08218448074299986,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9802431610942248,0.6449124812994722,False,-0.0983256507954646,0.0983256507954646
SddssS,-0.0768389654078906,0.004057097373536692,-0.0808960627814273,0.0808960627814273,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9376899696048632,0.5616277547730444,False,0.0289891153531942,0.0289891153531942
minddssS,-0.0768389654078906,0.004057097373536692,-0.0808960627814273,0.0808960627814273,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9376899696048632,0.5616277547730444,False,0.0289891153531942,0.0289891153531942
nddssS,0.07652746756055082,-0.004040650287197116,0.08056811784774794,0.08056811784774794,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,False,0.9376899696048632,0.5569704520751656,False,0.0128103150987693,0.0128103150987693
SwHBd,0.07506326099614934,-0.003963340180596712,0.07902660117674605,0.07902660117674605,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9822695035460992,0.6274318516613191,False,0.0216622349600749,0.0216622349600749
HybRatio,0.07300953834604837,-0.003854903624671086,0.07686444197071945,0.07686444197071945,HybridizationRatioDescriptor,continuous_float_like,not_assigned,False,False,0.1357649442755825,0.7892495668748173,False,-0.0072532100537311,0.0072532100537311
maxHCHnX,0.0729870524560689,-0.003853716369680387,0.07684076882574929,0.07684076882574929,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9802431610942248,0.6341409643891276,False,-0.0546757115788467,0.0546757115788467
naaS,-0.0690665138079364,0.003646711929059044,-0.07271322573699544,0.07271322573699544,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9052684903748732,0.6681600883712322,False,-0.0607905261544368,0.0607905261544368
SHCHnX,0.06725576546926014,-0.003551104416776949,0.07080686988603709,0.07080686988603709,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9802431610942248,0.6277006387010527,False,-0.0141839658477174,0.0141839658477174
minaaCH,-0.06557131064291973,0.003462165201946194,-0.06903347584486592,0.06903347584486592,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097,0.6995185267913544,False,0.0117213469872244,0.0117213469872244
ETA_AlphaP,-0.06517676783433286,0.0034413333416536715,-0.06861810117598653,0.06861810117598653,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0238095238095238,0.6189502939083115,False,-0.0441639927624177,0.0441639927624177
SCH-4,0.06392544762167039,-0.003375263634424123,0.06730071125609452,0.06730071125609452,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9842958459979736,0.5439849341428807,False,0.0191563627907158,0.0191563627907158
maxsBr,0.06378516849034135,-0.0033678568962900272,0.06715302538663138,0.06715302538663138,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9594731509625126,0.6212572521563136,False,-0.0946348573769938,0.0946348573769938
nS,-0.061825404866071784,0.0032643813769286227,-0.06508978624300041,0.06508978624300041,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7325227963525835,0.8702369052015778,False,-0.0652966828429538,0.0652966828429538
PetitjeanNumber,0.061217168380651416,-0.0032322664904978335,0.06444943487114925,0.06444943487114925,Petitjean number,continuous_float_like,not_assigned,True,False,0.4792299898682877,0.4003317190452827,False,-0.0307465770448981,0.0307465770448981
minsBr,0.06101025578112559,-0.003221341505243417,0.064231597286369,0.064231597286369,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.941742654508612,0.5766255796874384,False,0.0581814410615493,0.0581814410615493
ETA_EtaP_L,0.06065596593503016,-0.0032026350013692802,0.06385860093639943,0.06385860093639943,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0045592705167173,0.8262068188281433,False,0.0200588903762498,0.0200588903762498
SHaaNH,-0.05758572866498203,0.003040526473511136,-0.060626255138493165,0.060626255138493165,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914,0.8819979144516235,False,0.0519277222524131,0.0519277222524131
nF7Ring,-0.05703239112046832,0.003011310251160717,-0.06004370137162904,0.06004370137162904,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.99645390070922,0.4074193338691133,False,-0.0225832129030671,0.0225832129030671
MDEN-13,0.05533589422101223,-0.00292173521486947,0.058257629435881704,0.058257629435881704,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9772036474164134,0.8267862697400852,False,0.0085640264247734,0.0085640264247734
VCH-4,0.05407573566731747,-0.0028551988432343554,0.056930934510551826,0.056930934510551826,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9842958459979736,0.5560571855614104,False,0.0017896128043046,0.0017896128043046
maxHaaNH,-0.05281231148324709,0.0027884900463154283,-0.05560080152956252,0.05560080152956252,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914,0.8852878901090903,False,-0.0228599757104631,0.0228599757104631
minHaaNH,-0.051981471478045216,0.0027446216940407186,-0.05472609317208593,0.05472609317208593,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914,0.8859009940526995,False,-0.0189875411635703,0.0189875411635703
SaaS,0.05117754366429032,-0.002702174305474629,0.05387971796976495,0.05387971796976495,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9052684903748732,0.6477269168829302,False,-0.0369872951789702,0.0369872951789702
SCH-3,0.050729966033033216,-0.0026785422065441706,0.053408508239577386,0.053408508239577386,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9934143870314084,0.440286313917598,False,-0.0083901831687708,0.0083901831687708
VCH-3,0.050729966033033216,-0.0026785422065441706,0.053408508239577386,0.053408508239577386,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9934143870314084,0.4402863139175982,False,-0.0083901831687708,0.0083901831687708
SsBr,0.050314056220973825,-0.0026565821684673818,0.05297063838944121,0.05297063838944121,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.941742654508612,0.5837252674614843,False,0.0267038919583123,0.0267038919583123
maxaasC,-0.0496814777893066,0.0026231820272753148,-0.05230465981658192,0.05230465981658192,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097,0.9800022421128808,False,-0.0405531419843051,0.0405531419843051
minsCl,-0.04531665938627879,0.0023927196155955517,-0.047709379001874344,0.047709379001874344,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9123606889564336,0.4620923764382406,False,0.0515290377916028,0.0515290377916028
n8Ring,-0.0450605909059333,0.0023791991998332717,-0.04743979010576657,0.04743979010576657,Ring count,binary_like,block_Y_topological_connectivity_structure,True,True,0.9979736575481256,0.2514671559744947,False,-0.0066793291018922,0.0066793291018922
maxsCl,-0.04471778533436331,0.0023610990656543636,-0.04707888440001767,0.04707888440001767,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9123606889564336,0.4539534270430624,False,0.0369549336369998,0.0369549336369998
n3Ring,0.04346213630327868,-0.0022948007968130926,0.04575693710009177,0.04575693710009177,Ring count,binary_like,block_Y_topological_connectivity_structure,True,True,0.9934143870314084,0.4420421587394715,False,-0.0020625748741165,0.0020625748741165
minaasN,-0.04317289895079662,0.002279529064601972,-0.045452428015398595,0.045452428015398595,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.903242147922999,0.8072745425312949,False,-0.0475506040784344,0.0475506040784344
maxaasN,-0.04283042687399736,0.0022614465389470526,-0.04509187341294441,0.04509187341294441,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.903242147922999,0.8091611608588526,False,-0.051238011749773,0.051238011749773
naasN,0.04040448947828895,-0.0021333570444536537,0.0425378465227426,0.0425378465227426,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.903242147922999,0.7723699591098252,False,0.0903497402545719,0.0903497402545719
maxsNH2,0.039622523003922765,-0.0020920692146071587,0.041714592218529925,0.041714592218529925,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703,0.6471959524983127,False,-0.0411097593525868,0.0411097593525868
SsCl,-0.036797357164886316,0.0019429004583060069,-0.038740257623192324,0.038740257623192324,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9123606889564336,0.4279838671012555,False,-0.060370365197065,0.060370365197065
maxHBint9,-0.0360403901646528,0.0019029326006936723,-0.03794332276534647,0.03794332276534647,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7563323201621074,0.6075747454160373,False,0.0172573852312166,0.0172573852312166
maxHBint5,0.03509574766240763,-0.0018530554765751276,0.03694880313898276,0.03694880313898276,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6524822695035462,0.931758142886399,False,-0.044652656195852,0.044652656195852
maxHaaCH,-0.03480817724478528,0.0018378717585248523,-0.03664604900331013,0.03664604900331013,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097,0.6365824016314054,False,0.002663708077259,0.002663708077259
minsNH2,0.034084921049413255,-0.0017996838314089474,0.0358846048808222,0.0358846048808222,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703,0.6296886507606396,False,-0.0454688149849425,0.0454688149849425
minaaS,0.03329087133231439,-0.0017577580063461483,0.03504862933866054,0.03504862933866054,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9052684903748732,0.6512141711038377,False,-0.030084923282196,0.030084923282196
minHBint3,0.03298052744516274,-0.0017413718491045983,0.03472189929426734,0.03472189929426734,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7938196555217831,0.8102424125767558,False,0.0570957509390213,0.0570957509390213
SCH-5,-0.032866868017504575,0.0017353706313242507,-0.034602238648828824,0.034602238648828824,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.4265450861195542,0.953225656810327,False,-0.0191313104129685,0.0191313104129685
maxsCH3,-0.032765120635315934,0.001729998369544425,-0.03449511900486036,0.03449511900486036,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3642350557244174,0.6395146622324249,False,0.0070720666057331,0.0070720666057331
nP,-0.03184648776492411,0.0016814945539879963,-0.0335279823189121,0.0335279823189121,Atom count,binary_like,block_Y_topological_connectivity_structure,True,True,0.9989868287740628,0.2844338394402036,False,0.0058491052293041,0.0058491052293041
ndsssP,-0.03184648776492411,0.0016814945539879963,-0.0335279823189121,0.0335279823189121,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9989868287740628,0.2844338394402036,False,0.0058491052293041,0.0058491052293041
SdsssP,0.03184647259029794,-0.001681493752767731,0.03352796634306567,0.03352796634306567,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9989868287740628,0.2844850629985826,False,-0.0058035159014629,0.0058035159014629
mindsssP,0.03184647259029794,-0.001681493752767731,0.03352796634306567,0.03352796634306567,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9989868287740628,0.2844850629985826,False,-0.0058035159014629,0.0058035159014629
minsCH3,-0.03144695238227723,0.0016603990857840321,-0.033107351468061263,0.033107351468061263,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3642350557244174,0.6262246026963474,False,-0.0877312653732943,0.0877312653732943
MDEN-11,-0.029296403144074463,0.0015468500860071268,-0.03084325323008159,0.03084325323008159,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9883485309017224,0.8081379888926254,False,-0.0418927384359305,0.0418927384359305
nssssNp,-0.022513159974164032,0.0011886948466358527,-0.023701854820799884,0.023701854820799884,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9994934143870314,0.191200108314413,False,0.0038562520580413,0.0038562520580413
